tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,streaming,tech_support,support_calls,num_services,churn
4,621.19,2902.65,month-to-month,debit_card,dsl,False,True,1,1,1
62,715.3,45445.94,one-year,upi,wireless,False,False,2,2,0
19,999.11,18727.07,one-year,upi,fiber,False,False,1,2,1
60,875.75,52273.26,month-to-month,wallet,fiber,False,False,1,1,0
40,969.43,38844.79,month-to-month,upi,fiber,False,False,1,2,1
39,554.03,21429.36,month-to-month,wallet,wireless,False,True,0,0,0
33,962.15,31459.65,month-to-month,net_banking,fiber,True,False,2,5,0
59,911.13,53784.09,month-to-month,credit_card,fiber,False,False,1,2,0
3,526.83,1932.29,one-year,credit_card,dsl,False,True,2,0,1
6,814.73,3832.3,one-year,upi,wireless,False,True,1,3,0
30,1207.51,35939.19,month-to-month,credit_card,fiber,True,False,7,5,1
28,705.31,19047.21,two-year,debit_card,dsl,False,False,0,2,0
39,958.47,37303.57,month-to-month,upi,wireless,True,False,4,5,1
53,703.55,37504.6,two-year,credit_card,dsl,False,False,0,3,0
42,690.66,29566.07,one-year,upi,dsl,True,False,1,4,1
18,797.62,14140.22,month-to-month,upi,fiber,False,False,1,1,0
23,433.0,10012.22,month-to-month,credit_card,dsl,False,False,1,0,0
54,977.83,51961.86,month-to-month,debit_card,fiber,False,False,2,2,1
14,858.97,11595.4,two-year,upi,dsl,False,False,1,5,0
36,773.29,27941.95,month-to-month,upi,dsl,False,False,2,4,0
39,767.56,29255.44,two-year,upi,dsl,True,False,2,4,0
54,836.05,45765.26,month-to-month,debit_card,dsl,True,False,1,5,0
52,396.17,20862.76,month-to-month,debit_card,none,False,True,0,2,1
33,879.67,28576.73,one-year,upi,fiber,False,True,0,1,0
22,1224.57,26199.38,month-to-month,credit_card,fiber,False,False,1,5,0
26,915.33,23438.95,month-to-month,net_banking,fiber,True,False,3,3,0
30,901.64,26599.44,two-year,credit_card,fiber,False,False,2,1,0
16,550.81,8204.47,month-to-month,debit_card,dsl,False,False,1,1,0
45,860.93,38038.28,two-year,credit_card,dsl,True,False,0,5,0
15,867.64,12899.42,two-year,wallet,fiber,False,True,0,0,0
47,780.51,37049.98,month-to-month,net_banking,fiber,False,False,1,0,1
54,924.59,49572.58,month-to-month,upi,wireless,False,False,3,4,1
70,549.1,38659.63,month-to-month,upi,wireless,False,False,1,0,1
8,676.81,5250.57,one-year,upi,wireless,False,False,1,1,0
55,795.44,44055.23,two-year,credit_card,dsl,True,False,0,5,0
6,647.13,3489.57,two-year,upi,dsl,False,False,2,2,0
24,819.27,19802.99,two-year,net_banking,dsl,True,False,2,4,0
12,805.32,9723.89,month-to-month,upi,wireless,True,False,0,2,1
11,559.11,6831.32,month-to-month,credit_card,wireless,False,True,0,0,0
12,648.55,8061.99,month-to-month,upi,wireless,False,False,1,1,0
3,767.79,2431.39,two-year,debit_card,dsl,True,False,3,4,0
60,587.3,34503.03,month-to-month,debit_card,wireless,False,True,0,0,0
4,976.8,3644.59,month-to-month,credit_card,fiber,False,False,3,3,1
29,642.14,18221.83,month-to-month,debit_card,wireless,False,False,2,2,0
51,897.86,45379.98,month-to-month,debit_card,fiber,False,False,0,2,1
72,872.55,62831.49,month-to-month,credit_card,dsl,True,False,2,5,1
62,717.59,44611.3,month-to-month,net_banking,dsl,False,False,1,3,0
10,452.61,4666.03,two-year,credit_card,none,False,False,2,3,0
72,992.11,72062.62,one-year,credit_card,fiber,False,False,1,2,0
47,927.52,43835.33,month-to-month,debit_card,fiber,False,False,2,2,0
13,1020.71,12655.34,one-year,net_banking,fiber,True,False,3,4,0
32,820.16,26346.42,month-to-month,debit_card,fiber,False,False,1,0,0
67,674.51,45484.33,one-year,net_banking,wireless,False,False,2,1,0
28,712.08,20569.27,month-to-month,wallet,dsl,False,False,2,3,0
13,786.02,10141.18,month-to-month,upi,dsl,False,False,1,3,1
63,622.53,39146.99,month-to-month,upi,wireless,False,True,0,0,0
69,1106.14,76863.45,month-to-month,credit_card,fiber,True,False,2,4,1
71,733.19,52146.08,month-to-month,credit_card,dsl,False,False,4,3,1
69,617.49,41807.28,one-year,credit_card,dsl,False,False,1,1,0
63,765.52,47321.47,one-year,net_banking,dsl,False,False,1,4,0
33,830.99,28343.03,month-to-month,debit_card,dsl,True,False,4,5,1
14,638.29,8079.24,month-to-month,upi,dsl,False,True,0,2,0
45,516.1,23141.04,one-year,credit_card,dsl,False,True,0,1,0
16,872.73,14405.22,month-to-month,upi,fiber,False,False,2,1,0
34,829.85,27332.51,month-to-month,credit_card,wireless,False,False,1,3,0
47,596.56,27497.54,month-to-month,net_banking,wireless,False,True,2,0,0
69,931.93,63679.74,month-to-month,upi,fiber,False,False,2,2,1
21,582.65,13136.22,month-to-month,wallet,dsl,False,True,1,0,0
18,247.03,5455.67,month-to-month,wallet,none,False,True,0,0,1
53,745.14,39125.49,month-to-month,upi,wireless,False,False,1,2,1
0,1104.65,289.75,one-year,wallet,fiber,True,False,2,4,0
41,943.82,38850.54,one-year,credit_card,dsl,True,True,0,5,0
54,470.77,25281.31,one-year,debit_card,dsl,False,False,3,0,1
40,826.72,32255.42,month-to-month,upi,fiber,False,False,5,1,0
28,961.34,28071.39,two-year,upi,fiber,False,True,0,2,0
60,745.7,43833.71,one-year,credit_card,dsl,False,False,0,3,0
27,599.43,16290.54,month-to-month,upi,none,True,False,1,5,0
51,1141.39,57887.03,month-to-month,upi,fiber,False,True,1,4,0
33,988.37,33120.28,one-year,net_banking,fiber,True,False,1,3,1
1,429.58,852.55,month-to-month,credit_card,dsl,False,False,3,0,1
38,570.77,21199.92,one-year,credit_card,wireless,False,True,0,0,0
3,829.09,2092.21,one-year,net_banking,fiber,False,True,2,0,1
67,678.91,44711.57,two-year,upi,dsl,False,False,1,3,0
43,778.31,33564.66,two-year,upi,fiber,False,True,0,1,0
27,882.21,24175.2,one-year,credit_card,fiber,False,False,2,1,0
35,871.65,30286.77,two-year,debit_card,wireless,False,False,2,4,0
45,713.65,31991.65,two-year,upi,dsl,False,False,1,4,0
18,753.72,14520.93,month-to-month,credit_card,wireless,True,False,1,2,0
21,1155.69,24737.53,one-year,upi,fiber,True,False,1,5,1
30,883.8,27187.86,month-to-month,debit_card,dsl,True,False,3,4,1
18,804.44,13358.94,month-to-month,credit_card,dsl,False,False,2,4,0
55,904.3,50010.33,month-to-month,credit_card,dsl,True,False,3,5,0
7,574.14,4144.66,month-to-month,upi,dsl,False,True,0,1,0
60,1070.12,63581.42,month-to-month,upi,fiber,True,False,2,4,0
25,1150.62,28243.53,month-to-month,wallet,fiber,True,False,5,5,1
40,929.05,37052.7,month-to-month,net_banking,dsl,False,False,3,5,1
11,462.39,4415.29,one-year,debit_card,none,False,True,1,3,0
28,725.57,19916.57,two-year,upi,dsl,False,False,2,4,0
55,1112.57,60960.54,two-year,credit_card,fiber,True,False,0,5,0
19,915.35,17678.34,month-to-month,upi,wireless,False,False,0,5,0
9,1028.0,8898.64,month-to-month,upi,wireless,True,False,2,5,0
38,1013.43,38286.77,two-year,upi,fiber,False,False,3,4,0
11,989.32,11394.74,month-to-month,upi,fiber,False,False,1,2,0
22,819.92,17156.06,two-year,upi,dsl,False,False,2,4,1
32,657.34,21148.54,one-year,upi,dsl,False,False,1,2,1
41,1076.35,44325.06,month-to-month,wallet,fiber,True,False,4,4,1
46,859.43,39742.23,month-to-month,debit_card,dsl,True,False,2,4,0
49,1180.67,57602.32,month-to-month,debit_card,fiber,True,False,1,5,0
61,652.79,39287.73,month-to-month,upi,dsl,True,False,0,3,1
4,689.43,3517.49,month-to-month,wallet,wireless,False,True,0,2,0
26,517.76,13033.57,one-year,upi,wireless,False,True,2,0,0
0,885.02,0.0,one-year,upi,wireless,False,False,1,3,1
0,1096.21,10.1,month-to-month,credit_card,fiber,False,True,3,3,1
15,779.31,11320.15,month-to-month,credit_card,dsl,False,False,2,3,0
43,792.84,34617.67,month-to-month,wallet,dsl,True,True,1,4,0
65,1103.68,71606.68,month-to-month,debit_card,fiber,True,False,0,5,0
56,747.3,42439.01,one-year,upi,fiber,False,True,0,0,0
47,900.56,42550.54,one-year,upi,fiber,False,True,0,2,0
56,1097.72,61277.95,one-year,credit_card,fiber,True,False,3,4,0
12,1169.37,14589.47,month-to-month,upi,fiber,False,False,1,4,1
61,869.18,52694.31,month-to-month,upi,dsl,True,False,0,4,0
64,775.58,49477.25,one-year,upi,dsl,True,False,4,4,1
6,1063.17,6643.61,one-year,net_banking,fiber,True,False,4,5,1
34,1116.65,38079.43,one-year,upi,fiber,True,False,1,5,0
60,484.43,28728.96,month-to-month,upi,none,True,False,5,3,0
34,886.58,29375.59,two-year,net_banking,fiber,False,False,2,1,0
61,1007.22,61430.96,month-to-month,credit_card,fiber,True,False,0,3,0
68,878.73,59390.2,month-to-month,credit_card,wireless,True,False,2,4,0
34,462.46,15738.38,one-year,credit_card,dsl,False,True,2,0,0
4,1039.81,3948.76,month-to-month,upi,fiber,False,False,3,4,1
24,1128.6,26727.69,one-year,wallet,fiber,False,False,2,3,0
15,1260.92,18779.78,month-to-month,upi,fiber,True,False,0,5,0
34,533.91,18116.12,month-to-month,net_banking,dsl,False,True,0,1,0
42,887.31,37614.37,month-to-month,upi,wireless,False,False,2,5,1
33,358.45,12040.47,one-year,credit_card,none,True,False,2,2,0
14,717.63,11093.98,one-year,debit_card,dsl,False,False,0,3,0
21,756.41,15955.27,month-to-month,upi,dsl,False,True,0,3,0
49,767.73,37282.32,month-to-month,debit_card,dsl,True,True,0,3,0
1,916.5,833.35,month-to-month,credit_card,wireless,True,False,6,5,1
15,939.01,14369.33,month-to-month,upi,fiber,False,False,1,1,1
65,782.34,51353.94,one-year,net_banking,dsl,True,False,7,4,0
7,1005.4,7708.5,month-to-month,upi,wireless,True,True,2,5,1
30,861.93,25349.3,month-to-month,credit_card,fiber,False,False,2,1,0
15,921.12,14457.2,month-to-month,credit_card,fiber,False,True,0,1,0
7,831.89,5800.19,month-to-month,debit_card,fiber,False,False,0,2,1
30,1136.92,33644.02,one-year,credit_card,fiber,True,False,1,4,0
38,1133.4,42967.46,one-year,credit_card,fiber,True,False,2,5,0
12,803.67,10249.46,month-to-month,credit_card,dsl,True,False,1,4,0
5,1162.24,6039.81,two-year,credit_card,fiber,True,False,3,4,0
9,709.84,5782.56,month-to-month,credit_card,wireless,False,False,0,2,0
47,977.0,45316.7,two-year,debit_card,fiber,False,False,4,3,1
62,656.4,40080.72,one-year,upi,wireless,False,False,0,1,0
13,928.25,11701.44,month-to-month,upi,fiber,False,True,0,2,1
23,622.49,14356.04,one-year,credit_card,wireless,False,True,0,1,0
25,505.31,12069.75,month-to-month,net_banking,dsl,False,True,1,0,1
26,982.91,25341.46,one-year,upi,wireless,True,False,5,5,1
17,823.15,14694.56,month-to-month,debit_card,dsl,True,False,1,4,0
4,684.02,3544.99,month-to-month,upi,dsl,False,False,0,3,1
38,452.8,17981.63,two-year,credit_card,dsl,False,True,0,0,0
26,494.07,11948.37,month-to-month,credit_card,dsl,False,False,2,0,0
24,587.75,14942.81,month-to-month,credit_card,wireless,False,False,3,0,0
19,488.71,9331.3,month-to-month,credit_card,none,True,False,3,4,0
67,639.64,42894.77,month-to-month,credit_card,wireless,False,True,0,1,0
44,591.5,26540.54,one-year,upi,dsl,False,True,2,1,0
30,927.88,28188.01,one-year,debit_card,wireless,False,False,1,5,0
14,1168.89,15430.14,two-year,upi,fiber,True,False,2,5,0
58,784.68,45205.3,month-to-month,net_banking,dsl,True,False,2,4,0
64,873.33,55709.9,month-to-month,credit_card,fiber,False,False,1,1,0
2,1084.26,1503.39,month-to-month,upi,fiber,False,False,3,3,1
67,509.27,34620.0,month-to-month,upi,dsl,False,True,0,1,1
51,1055.43,54546.58,one-year,debit_card,fiber,True,False,2,5,0
7,770.29,5386.75,month-to-month,net_banking,fiber,False,True,0,0,1
54,742.43,40240.77,month-to-month,upi,dsl,True,False,1,4,0
7,874.38,6114.99,two-year,credit_card,fiber,False,False,5,3,0
3,1187.32,3611.53,month-to-month,upi,fiber,True,False,1,4,1
8,977.99,8382.73,month-to-month,credit_card,fiber,False,False,4,2,1
33,233.36,6818.06,one-year,credit_card,none,False,False,2,0,1
45,885.73,40100.75,month-to-month,upi,wireless,False,False,2,4,0
29,1046.04,30341.11,two-year,credit_card,fiber,False,False,2,3,1
8,928.87,7074.21,one-year,upi,fiber,False,True,0,2,1
14,990.72,13618.35,month-to-month,wallet,fiber,False,False,2,2,1
62,959.45,60402.29,month-to-month,upi,fiber,False,False,1,2,1
70,648.17,44708.41,month-to-month,credit_card,dsl,False,False,5,2,0
55,876.95,48147.77,one-year,upi,fiber,False,False,5,1,1
7,948.27,7452.65,month-to-month,credit_card,fiber,False,True,1,1,1
59,883.37,51483.56,one-year,upi,fiber,False,True,2,1,0
50,548.52,27197.89,month-to-month,credit_card,wireless,False,True,0,0,1
38,1191.81,45309.92,month-to-month,upi,fiber,True,False,1,5,0
10,899.45,9200.85,month-to-month,debit_card,fiber,False,False,3,1,0
72,492.76,35438.89,month-to-month,wallet,dsl,False,False,2,0,0
32,497.39,15468.95,month-to-month,debit_card,dsl,False,True,0,0,1
3,1121.69,3588.77,month-to-month,debit_card,fiber,False,False,2,5,1
15,954.85,14272.51,two-year,credit_card,fiber,False,True,0,2,0
29,514.28,15227.88,month-to-month,debit_card,dsl,False,True,1,1,0
4,637.46,3011.69,one-year,wallet,dsl,False,False,2,2,0
23,466.53,9987.16,month-to-month,debit_card,dsl,False,False,1,0,0
34,724.15,25137.51,one-year,net_banking,wireless,False,False,2,1,0
69,752.5,51794.99,month-to-month,wallet,wireless,False,False,0,1,1
6,1042.78,6669.31,one-year,debit_card,fiber,True,True,0,4,1
42,499.77,21237.23,month-to-month,debit_card,dsl,False,False,0,0,0
66,634.48,42802.86,month-to-month,credit_card,dsl,False,False,3,2,1
58,823.22,47750.0,month-to-month,credit_card,dsl,False,True,0,4,0
67,1179.81,78845.75,month-to-month,upi,fiber,True,False,0,5,1
12,705.63,8211.09,month-to-month,upi,dsl,True,True,0,3,1
58,579.69,33103.33,month-to-month,upi,dsl,False,False,5,1,0
71,339.27,24492.04,two-year,credit_card,none,False,True,1,2,1
23,954.46,21401.8,month-to-month,credit_card,fiber,False,True,0,1,0
36,785.32,28671.1,month-to-month,upi,wireless,True,False,2,3,1
38,587.87,22227.48,two-year,debit_card,dsl,False,True,1,1,0
36,750.48,26135.73,one-year,credit_card,dsl,False,True,0,3,0
21,846.92,18529.54,month-to-month,net_banking,wireless,True,False,0,3,0
70,1160.11,79519.48,month-to-month,upi,fiber,True,False,2,5,1
69,1018.41,70229.67,month-to-month,upi,fiber,False,False,1,2,0
27,470.56,12821.99,month-to-month,upi,none,True,False,1,5,0
58,895.3,50774.56,month-to-month,credit_card,fiber,False,True,0,2,1
29,833.18,24382.8,one-year,upi,dsl,False,False,0,4,0
58,980.99,56562.79,one-year,upi,fiber,True,False,2,3,1
42,753.07,31504.87,month-to-month,credit_card,dsl,True,False,2,4,1
34,626.64,21977.27,month-to-month,debit_card,dsl,False,False,3,2,1
9,760.72,6917.82,month-to-month,upi,dsl,True,False,1,4,0
47,781.85,36571.88,month-to-month,debit_card,wireless,False,True,1,2,1
23,995.22,22804.84,month-to-month,upi,fiber,False,True,1,2,0
15,654.42,10704.29,one-year,debit_card,dsl,False,False,1,2,0
14,852.73,12140.55,month-to-month,debit_card,dsl,False,False,1,4,0
71,955.68,67411.28,two-year,upi,fiber,True,False,4,3,0
7,603.79,3982.4,month-to-month,upi,wireless,False,True,3,0,1
58,867.4,49714.03,month-to-month,wallet,dsl,False,False,2,4,0
63,848.84,53251.24,month-to-month,wallet,dsl,False,False,3,4,1
2,671.81,2147.58,one-year,upi,wireless,False,False,3,0,0
43,945.5,40573.23,month-to-month,credit_card,wireless,False,False,0,5,0
42,870.86,35907.59,month-to-month,upi,wireless,False,False,1,3,0
26,478.66,12660.65,month-to-month,wallet,dsl,False,True,1,0,1
48,679.76,32432.08,one-year,wallet,dsl,False,False,0,2,0
29,1240.54,36256.48,two-year,credit_card,fiber,True,False,1,5,0
32,535.3,17008.29,month-to-month,credit_card,dsl,False,True,1,1,0
31,882.21,28071.2,month-to-month,debit_card,wireless,True,False,3,5,0
58,742.38,42602.62,month-to-month,upi,dsl,False,False,3,2,0
46,899.41,40790.11,month-to-month,debit_card,fiber,False,True,0,1,1
27,744.65,20574.24,two-year,upi,wireless,False,False,1,2,0
67,416.9,26930.5,month-to-month,credit_card,none,True,False,2,3,0
58,995.19,57635.08,one-year,debit_card,fiber,True,False,0,4,0
68,985.44,67409.99,two-year,upi,wireless,True,False,2,5,0
53,548.47,27971.8,one-year,credit_card,dsl,False,True,1,1,0
28,1177.62,33005.79,month-to-month,credit_card,fiber,True,False,1,5,1
56,726.51,39936.85,one-year,credit_card,dsl,False,False,3,3,1
24,150.0,2677.58,month-to-month,debit_card,none,False,False,0,0,0
19,999.5,18457.5,month-to-month,wallet,wireless,True,False,1,5,0
32,659.45,21010.65,two-year,upi,dsl,False,True,1,2,0
70,741.16,51528.51,month-to-month,credit_card,dsl,True,False,2,3,1
41,1090.83,45277.52,month-to-month,debit_card,fiber,False,False,3,4,1
28,502.45,14109.69,month-to-month,upi,dsl,False,False,2,0,1
33,683.64,22315.66,month-to-month,net_banking,wireless,False,False,1,1,1
21,813.71,16433.02,one-year,debit_card,dsl,False,False,4,4,0
48,698.78,33653.46,one-year,upi,wireless,False,True,0,1,0
25,814.14,21382.9,one-year,upi,fiber,False,False,2,0,0
40,892.49,35348.0,month-to-month,net_banking,fiber,False,False,1,0,0
26,763.7,19563.4,month-to-month,wallet,dsl,False,False,0,4,0
23,181.25,3638.44,month-to-month,upi,none,False,True,0,0,0
70,884.65,62517.44,month-to-month,credit_card,fiber,False,True,1,0,0
25,1017.27,25895.25,one-year,upi,fiber,False,False,3,3,0
5,846.58,4009.77,one-year,credit_card,fiber,False,False,3,0,1
27,831.78,22158.41,two-year,debit_card,wireless,False,False,2,3,0
38,813.61,30445.23,one-year,upi,wireless,True,False,1,3,1
6,874.31,5101.22,month-to-month,credit_card,wireless,False,False,0,3,1
22,975.92,21980.2,one-year,net_banking,fiber,False,False,2,2,0
12,823.3,9900.36,one-year,upi,wireless,True,False,1,4,0
36,733.67,27056.11,two-year,upi,dsl,True,False,2,3,0
52,900.25,46452.76,month-to-month,net_banking,fiber,False,False,1,2,1
70,863.56,59292.68,one-year,upi,fiber,False,True,0,0,0
28,962.68,28257.69,month-to-month,debit_card,fiber,False,False,0,1,1
63,293.7,18610.3,one-year,debit_card,none,False,True,0,0,0
15,217.88,3657.4,two-year,upi,none,False,False,1,0,1
56,851.92,47313.85,two-year,upi,fiber,False,False,3,1,0
41,891.09,35853.33,month-to-month,upi,fiber,False,True,1,1,0
55,553.01,30493.13,month-to-month,upi,wireless,False,False,2,0,0
55,392.27,20579.28,one-year,debit_card,none,False,True,0,1,0
38,884.72,33485.75,one-year,wallet,wireless,True,False,1,3,0
18,590.23,11135.23,two-year,upi,dsl,False,True,1,1,0
38,624.85,23968.63,month-to-month,credit_card,dsl,False,True,0,1,0
60,575.41,34652.28,one-year,debit_card,wireless,False,True,0,0,0
70,544.6,38994.02,one-year,upi,wireless,False,True,1,0,0
67,689.34,46373.27,month-to-month,debit_card,fiber,False,True,0,0,0
13,954.15,11451.77,month-to-month,upi,fiber,False,True,0,2,1
43,1014.59,43552.93,one-year,credit_card,fiber,False,True,0,3,1
7,1125.96,8844.41,month-to-month,upi,fiber,False,False,2,4,1
48,825.65,39476.66,one-year,credit_card,wireless,False,True,2,3,0
72,748.69,54838.03,month-to-month,net_banking,dsl,False,False,2,3,1
3,1215.55,4158.48,month-to-month,upi,fiber,True,True,1,5,0
47,801.99,37489.34,month-to-month,net_banking,fiber,False,True,1,1,1
69,943.44,64557.46,two-year,upi,wireless,False,False,2,4,0
61,854.67,52304.88,one-year,upi,dsl,True,False,0,5,0
28,1050.88,30059.86,one-year,upi,fiber,True,False,0,3,1
7,926.11,5693.46,one-year,wallet,dsl,True,False,3,5,0
67,551.45,37007.66,month-to-month,credit_card,dsl,False,True,1,0,1
67,1181.46,78136.97,two-year,net_banking,fiber,True,False,1,5,0
42,733.92,30655.0,month-to-month,credit_card,dsl,True,False,0,3,0
71,719.6,50263.92,month-to-month,debit_card,wireless,False,True,0,1,1
0,524.94,281.12,month-to-month,wallet,wireless,False,False,5,0,1
45,752.42,33514.45,month-to-month,net_banking,dsl,True,False,2,4,0
2,736.04,2051.09,one-year,credit_card,wireless,True,True,3,2,1
68,808.36,54698.25,month-to-month,credit_card,fiber,False,True,0,1,0
49,936.41,45568.51,one-year,wallet,fiber,False,False,1,2,1
66,958.68,62465.47,two-year,upi,wireless,True,False,1,5,1
41,954.36,39324.09,month-to-month,net_banking,fiber,False,False,2,2,1
6,497.16,3228.99,month-to-month,net_banking,dsl,False,True,0,0,1
1,628.47,1098.34,one-year,credit_card,dsl,False,False,4,1,1
24,828.65,20215.21,month-to-month,upi,fiber,False,True,1,0,1
54,896.45,48608.85,one-year,upi,wireless,True,False,0,4,0
11,1083.34,12214.63,month-to-month,net_banking,fiber,True,False,1,4,1
62,1172.62,73050.99,month-to-month,wallet,fiber,False,False,0,5,0
17,723.51,12753.45,month-to-month,credit_card,dsl,False,False,1,3,0
36,1025.94,36169.98,month-to-month,net_banking,wireless,True,False,1,4,1
14,577.12,7848.82,month-to-month,debit_card,dsl,False,False,5,2,1
34,978.69,32463.8,month-to-month,wallet,fiber,False,False,2,3,0
33,746.35,24795.74,month-to-month,upi,fiber,False,False,0,0,1
0,738.46,814.98,two-year,upi,dsl,False,False,4,3,0
41,736.48,30644.0,month-to-month,debit_card,dsl,False,False,0,3,0
57,771.35,43663.22,month-to-month,upi,fiber,False,True,1,0,1
68,769.81,52599.51,month-to-month,debit_card,dsl,True,False,0,3,0
24,1118.48,27018.06,month-to-month,credit_card,fiber,True,False,4,4,0
64,796.91,51118.49,month-to-month,upi,wireless,False,False,2,2,1
64,785.17,49599.38,one-year,credit_card,dsl,True,False,2,3,0
72,768.45,55985.81,month-to-month,upi,fiber,False,False,3,1,1
27,609.28,15861.54,one-year,wallet,dsl,False,False,2,1,0
62,435.5,26817.44,month-to-month,upi,dsl,False,False,2,0,1
41,687.47,28665.87,month-to-month,credit_card,wireless,False,True,0,1,0
4,896.36,3398.71,month-to-month,credit_card,wireless,True,False,3,4,0
19,973.49,18535.95,one-year,debit_card,wireless,True,False,3,5,0
49,664.77,32633.48,two-year,upi,dsl,False,False,0,3,0
11,1076.52,11874.72,month-to-month,upi,fiber,False,False,3,3,1
31,960.48,29832.26,two-year,debit_card,fiber,False,False,1,3,0
56,387.53,21808.45,month-to-month,upi,none,False,True,0,2,0
10,878.41,8821.41,month-to-month,upi,fiber,False,False,1,2,0
36,824.11,29220.12,one-year,credit_card,wireless,False,False,1,3,0
15,890.22,12578.27,month-to-month,upi,dsl,True,False,1,4,0
39,1068.08,42154.24,month-to-month,upi,fiber,False,False,2,2,1
17,744.06,13170.98,month-to-month,upi,wireless,False,False,1,3,0
70,914.77,64202.85,one-year,debit_card,fiber,False,False,1,2,0
5,848.87,4408.9,month-to-month,debit_card,fiber,False,False,1,1,1
70,987.75,68685.09,two-year,credit_card,fiber,False,True,1,1,0
57,196.58,9985.98,month-to-month,credit_card,none,False,True,2,0,0
62,703.73,43507.11,two-year,debit_card,dsl,False,False,2,2,0
62,914.99,55780.42,month-to-month,debit_card,wireless,True,False,0,4,1
13,1040.04,13612.71,one-year,upi,fiber,False,False,1,4,0
67,1082.01,73146.78,month-to-month,credit_card,fiber,True,False,1,5,0
43,769.35,32773.78,month-to-month,upi,fiber,False,True,0,0,1
70,915.84,63829.71,month-to-month,wallet,dsl,True,False,2,4,1
64,512.88,32321.45,one-year,credit_card,none,True,False,2,4,0
42,802.72,33736.31,month-to-month,credit_card,wireless,False,True,0,2,0
27,204.09,5493.76,month-to-month,debit_card,none,False,True,0,1,1
8,333.74,2160.35,two-year,net_banking,none,False,True,0,2,1
7,1138.94,8428.88,month-to-month,debit_card,fiber,True,False,1,4,1
28,1120.44,32723.55,month-to-month,debit_card,fiber,True,False,3,5,0
59,821.8,49081.23,month-to-month,wallet,wireless,True,False,1,3,0
36,681.01,24461.12,month-to-month,credit_card,dsl,False,False,0,3,0
35,866.32,30259.99,month-to-month,debit_card,wireless,False,False,2,3,0
17,819.93,13681.96,one-year,upi,fiber,False,False,2,0,0
41,1059.17,43158.85,month-to-month,upi,fiber,False,False,3,3,1
46,843.55,39282.55,month-to-month,wallet,fiber,False,False,2,0,1
71,1163.62,83117.61,one-year,upi,fiber,True,False,0,5,0
53,925.16,48448.8,month-to-month,upi,dsl,True,False,1,5,0
44,995.51,43985.49,month-to-month,upi,fiber,False,False,1,3,1
66,981.29,65320.44,two-year,net_banking,fiber,False,True,2,2,0
31,701.45,21569.93,month-to-month,credit_card,dsl,True,False,1,4,0
68,687.68,46656.62,month-to-month,debit_card,dsl,False,False,4,3,0
27,1215.79,33174.33,one-year,net_banking,fiber,True,False,1,4,0
9,755.55,7162.15,one-year,debit_card,dsl,False,False,1,3,1
30,705.57,21381.55,one-year,credit_card,wireless,False,True,2,1,0
9,458.81,4256.36,one-year,credit_card,dsl,False,False,0,0,0
8,820.29,6756.61,month-to-month,debit_card,fiber,False,False,1,1,0
64,711.78,45415.19,month-to-month,credit_card,dsl,True,False,0,3,0
58,946.64,54346.47,one-year,net_banking,fiber,False,True,0,2,0
16,1120.72,17153.27,one-year,upi,fiber,True,False,2,3,0
61,925.95,56780.55,one-year,upi,fiber,False,True,1,1,1
5,1180.45,5956.33,month-to-month,wallet,fiber,True,False,2,5,1
20,953.29,19293.47,one-year,debit_card,fiber,False,False,1,2,0
51,912.91,46143.82,month-to-month,debit_card,dsl,True,False,0,5,1
22,884.06,19500.62,month-to-month,upi,fiber,False,False,4,2,1
53,853.93,45297.74,month-to-month,wallet,fiber,True,True,2,2,1
63,1062.17,67556.18,month-to-month,credit_card,fiber,True,False,4,3,1
4,878.6,3940.28,one-year,net_banking,fiber,False,False,5,1,0
1,609.39,239.41,month-to-month,debit_card,wireless,False,True,0,1,1
68,845.26,57729.68,one-year,net_banking,fiber,True,False,2,2,1
37,844.69,30880.21,month-to-month,debit_card,dsl,True,False,2,4,1
36,473.92,15754.71,month-to-month,credit_card,dsl,False,True,1,0,1
33,670.01,22973.41,month-to-month,credit_card,dsl,False,False,3,2,0
31,1086.81,33503.71,month-to-month,debit_card,fiber,False,False,2,4,1
50,898.29,45434.13,one-year,credit_card,wireless,True,False,2,4,0
42,720.39,29925.6,month-to-month,upi,wireless,False,True,1,2,1
11,796.17,8354.25,month-to-month,debit_card,fiber,False,True,0,0,0
45,528.85,23525.12,month-to-month,credit_card,dsl,False,False,1,0,0
48,736.21,35464.58,month-to-month,upi,wireless,False,False,2,2,0
8,783.36,6354.94,month-to-month,credit_card,dsl,True,True,0,4,0
27,830.38,22669.02,two-year,upi,fiber,False,True,1,0,0
57,1008.71,57248.23,month-to-month,upi,wireless,False,False,0,5,0
45,1043.13,46960.86,month-to-month,credit_card,fiber,True,False,1,4,1
9,498.55,4065.41,two-year,upi,dsl,False,False,1,0,0
2,623.81,1982.27,one-year,net_banking,dsl,False,False,5,2,0
42,875.69,36121.81,month-to-month,net_banking,fiber,False,False,2,1,1
33,946.7,30830.06,one-year,debit_card,dsl,True,True,0,5,0
70,1042.95,72794.67,two-year,debit_card,fiber,True,False,1,3,0
38,983.21,38556.53,month-to-month,upi,fiber,False,False,2,1,0
67,585.98,39644.06,month-to-month,credit_card,dsl,False,True,1,1,1
15,716.68,10323.37,two-year,upi,dsl,True,False,4,3,1
32,599.02,19579.6,one-year,net_banking,wireless,False,False,3,0,0
